Orden,Articulo,Texto breve personalizado de detalle 5,Descripcion de articulo,Cantidad de orden original,Cantidad solicitada,Cantidad asignada,Cantidad empaquetada,orderdtlstatus,Fecha de caducidad de comprobante,Descripcion de articulo 3,Codigo de barras de articulo,Precio de venta,Atributo H,Atributo I,Detalle de orden - Campo personalizado 5,Fecha personalizada de detalle 5,Codigos de articulos alternativos,Detalle de orden - Campo personalizado 1,Crear usuario,Usuario de modificacion,Fecha de Creacion
3083874,514867,PK,Runners Original 1p 72g FLOW BAR,5,5,5,5,Shipped,10/15/2024,CB2,7500810027837,571.83,MXBAR,FAT,49,10/15/2024,514867,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,514988,PK,Pop BlueHeat 1p 45g PC FLOW BAR,5,5,5,5,Shipped,10/15/2024,CB2,7500810030042_1,315.09,MXBAR,FAT,27,10/15/2024,514988,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,128715,PK,Valentones Fuego 1p 175g FLOW BAR,5,5,5,5,Shipped,10/15/2024,CB2,7500810016930,186.64,MXBAR,FAT,8,10/15/2024,128715,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,124239,PK,Takis Fuego 1p 56g FLOW BAR,5,5,5,5,Shipped,10/15/2024,CT1,7501030424536,546.72,MXBAR,FAT,48,10/15/2024,124239,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,38612,PK,Hot Nuts Original 1p 100g FLOW BAR,5,5,5,5,Shipped,10/15/2024,C3H,7501030459958,664.3,MXBAR,FAT,35,10/15/2024,38612,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083882,514862,PK,Papas Barcel Sal 1p 28g FLOW BAR,5,5,5,5,Shipped,10/15/2024,CU,7500810027783,466.8,MXBAR,FAT,60,10/15/2024,514862,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,514854,PK,Golden Nuts Salado 1p 110g FLOW BAR,5,5,5,5,Shipped,10/15/2024,C3H,7500810027707,622.4,MXBAR,FAT,40,10/15/2024,514854,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,128450,PK,Pop Sens Queso PC 1p 45g FLOW BAR,5,5,5,5,Shipped,10/15/2024,CB2,7500810013564_1,315.09,MXBAR,FAT,27,10/15/2024,128450,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,128319,PK,Chips Fuego NE 1p 46g FLOW BAR,5,5,5,5,Shipped,10/15/2024,CB2,7500810011508,583.5,MXBAR,FAT,50,10/15/2024,128319,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,123051,PK,Takis Original 1p 80g FLOW BAR,5,5,5,5,Shipped,10/15/2024,CB2,757528026035,661.08,MXBAR,FAT,42,10/15/2024,123051,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3077005,124440,PK,Golden Nuts Japones Nvo Pc 1p 100g FLOW BAR,5,5,5,5,Packed,10/12/2024,C3H,7501030459934_124440,664.3,MXBAR,FAT,35,10/12/2024,124440,TARIMA,ocswebservicemx,ocswebservicemx,10/12/2024 14:23
3077005,124699,PK,Hot Nuts Original 1p 160g FLOW BAR,5,5,5,5,Packed,10/12/2024,C3H,757528037611,586.56,MXBAR,FAT,24,10/12/2024,124699,TARIMA,ocswebservicemx,ocswebservicemx,10/12/2024 14:23
3083503,515108,PK,Runners Fuego 1p 280 PC FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810031667,473.76,MXBAR,FAT,12,10/15/2024,515108,TARIMA,ocswebservicemx,atellezmx,10/15/2024 13:22
3092864,127436,PK,Takis Fuego NE 1p 65g FLOW BAR,6,6,6,0,Allocated,10/18/2024,CT1,7503034673767,435.4,MXBAR,FAT,35,10/18/2024,127436,TARIMA,ocswebservicemx,jrojasmx,10/18/2024 15:03
3090661,514475,PK,Takis Fuego PC 1p 240g FLOW BAR,6,6,6,6,Shipped,10/17/2024,CB2,7500810022405,473.76,MXBAR,FAT,12,10/17/2024,514475,TARIMA,ocswebservicemx,atellezmx,10/17/2024 16:22
3089750,514862,PK,Papas Barcel Sal 1p 28g FLOW BAR,6,6,6,6,Packed,10/17/2024,CU,7500810027783,466.8,MXBAR,FAT,60,10/17/2024,514862,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:24
3089729,128378,PK,Chips Papatinas Fuego PC 1p 31g FLOW BAR,6,6,6,6,Packed,10/17/2024,CB2,7500810012284,1307.04,MXBAR,FAT,112,10/17/2024,128378,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:23
3089729,127114,PK,Hot Nuts Multintenso Nvo 1p 125g FLOW BAR,6,6,6,6,Packed,10/17/2024,C3H,757528044121_127114,466.8,MXBAR,FAT,30,10/17/2024,127114,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:23
3086990,514866,PK,Runners Fuego 1p 72g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810027820,571.83,MXBAR,FAT,49,10/16/2024,514866,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086990,514568,PK,Takis Fuego PC 1p90g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,757528003135_1,718.62,MXBAR,FAT,42,10/16/2024,514568,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086990,128715,PK,Valentones Fuego 1p 175g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810016930,186.64,MXBAR,FAT,8,10/16/2024,128715,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086990,2530,PK,Chips Sal 1p 170g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7501000266203,427.79,MXBAR,FAT,11,10/16/2024,2530,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086988,128429,PK,Big Mix Inglesa Limon 1p 170g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CU,7500810013175,275,MXBAR,FAT,10,10/16/2024,128429,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086988,127711,PK,Papas Barcel Adobadas NC PC 1p 90g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810002636,452.2,MXBAR,FAT,20,10/16/2024,127711,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086988,127925,PK,Kiyakis 1p 120g FLOW BAR,6,6,6,6,Shipped,10/16/2024,C3H,7500810005064,466.8,MXBAR,FAT,40,10/16/2024,127925,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086988,127114,PK,Hot Nuts Multintenso Nvo 1p 125g FLOW BAR,6,6,6,6,Shipped,10/16/2024,C3H,757528044121_127114,466.8,MXBAR,FAT,30,10/16/2024,127114,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086988,126475,PK,Chips Jalapeno Pc 1p 160g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7503018544717,501.12,MXBAR,FAT,12,10/16/2024,126475,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086988,126135,PK,Golden Nuts Salado Nvo 1p 78g FLOW BAR,6,6,6,6,Shipped,10/16/2024,C3H,757528037574_126135,860.8,MXBAR,FAT,64,10/16/2024,126135,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086988,125056,PK,Takis Fuego 1p 260g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,757528039486,403.32,MXBAR,FAT,12,10/16/2024,125056,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086986,514988,PK,Pop BlueHeat 1p 45g PC FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810030042_1,315.09,MXBAR,FAT,27,10/16/2024,514988,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086986,128343,PK,Pop Karameladas PC 1p 240g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810011980,546.6,MXBAR,FAT,15,10/16/2024,128343,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086986,126894,PK,Chips Jalapeno Sp 1p 60g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7501000264773_126894,495,MXBAR,FAT,30,10/16/2024,126894,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086986,123052,PK,Takis Fuego 1p 80g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,757528026042,661.08,MXBAR,FAT,42,10/16/2024,123052,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086986,124358,PK,Takis Original 1p 56g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CT1,7501000164370,546.72,MXBAR,FAT,48,10/16/2024,124358,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086985,514859,PK,Papas Barcel Adobo 1p 45g FLOW BAR,10,10,6,6,Partly Allocated,10/16/2024,CB2,7500810027752,466.8,MXBAR,FAT,40,10/16/2024,514859,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086985,126736,PK,Runners Fuego PC 1p 80g FLOW BAR,6,6,6,6,Packed,10/16/2024,CB2,7503031287097,538.86,MXBAR,FAT,42,10/16/2024,126736,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086985,127923,PK,Karameladas Pop 1p 45g FLOW BAR,6,6,6,6,Packed,10/16/2024,CT1,7500810005040,272.3,MXBAR,FAT,35,10/16/2024,127923,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086985,124440,PK,Golden Nuts Japones Nvo Pc 1p 100g FLOW BAR,6,6,6,6,Loaded,10/16/2024,C3H,7501030459934_124440,664.3,MXBAR,FAT,35,10/16/2024,124440,TARIMA,ocswebservicemx,ejacalesmx,10/16/2024 16:22
3086980,514988,PK,Pop BlueHeat 1p 45g PC FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810030042_1,315.09,MXBAR,FAT,27,10/16/2024,514988,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086980,514861,PK,Papas Barcel Limon 1p 45g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810027776,466.8,MXBAR,FAT,40,10/16/2024,514861,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086980,128378,PK,Chips Papatinas Fuego PC 1p 31g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810012284,1307.04,MXBAR,FAT,112,10/16/2024,128378,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086980,126950,PK,Chicharron Cerdo 1p 70g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7503032248165,252,MXBAR,FAT,10,10/16/2024,126950,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086978,514862,PK,Papas Barcel Sal 1p 28g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CU,7500810027783,466.8,MXBAR,FAT,60,10/16/2024,514862,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086978,128814,PK,Takis Blue Heat 1p 75g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810018378,661.08,MXBAR,FAT,42,10/16/2024,128814,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086978,128193,PK,Hot Nuts Fuego 1p 82g FLOW BAR,6,6,6,6,Shipped,10/16/2024,C3H,7500810008881,630.18,MXBAR,FAT,54,10/16/2024,128193,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086977,127923,PK,Karameladas Pop 1p 45g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CT1,7500810005040,272.3,MXBAR,FAT,35,10/16/2024,127923,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:21
3086977,126312,PK,Chicharron De Cerdo 1p 30g FLOW BAR,6,6,6,6,Packed,10/16/2024,CB2,7503030199728,262.08,MXBAR,FAT,26,10/16/2024,126312,TARIMA,ocswebservicemx,rligoriomx,10/16/2024 16:21
3086977,126894,PK,Chips Jalapeno Sp 1p 60g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7501000264773_126894,495,MXBAR,FAT,30,10/16/2024,126894,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:21
3086977,124824,PK,Takis Fuego 1p 200g FLOW BAR,6,6,6,6,Packed,10/16/2024,CB2,757528038205,586.8,MXBAR,FAT,20,10/16/2024,124824,TARIMA,ocswebservicemx,rligoriomx,10/16/2024 16:21
3086995,128375,PK,Chips Papatinas Chillix 1p 90g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810012253,855.4,MXBAR,FAT,35,10/16/2024,128375,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086995,126475,PK,Chips Jalapeno Pc 1p 160g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7503018544717,501.12,MXBAR,FAT,12,10/16/2024,126475,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086995,126895,PK,Chips Sal Sp 1p 60g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7501000264049_126895,495,MXBAR,FAT,30,10/16/2024,126895,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086994,514855,PK,Kiyakis 1p 60g FLOW BAR,6,6,6,6,Shipped,10/16/2024,C3H,7500810027714,497.92,MXBAR,FAT,64,10/16/2024,514855,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086994,128319,PK,Chips Fuego NE 1p 46g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810011508,583.5,MXBAR,FAT,50,10/16/2024,128319,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086994,128192,PK,Hot Nuts Original 1p 82g FLOW BAR,6,6,6,6,Shipped,10/16/2024,C3H,7500810008874,630.18,MXBAR,FAT,54,10/16/2024,128192,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086994,128193,PK,Hot Nuts Fuego 1p 82g FLOW BAR,6,6,6,6,Shipped,10/16/2024,C3H,7500810008881,630.18,MXBAR,FAT,54,10/16/2024,128193,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086991,514568,PK,Takis Fuego PC 1p90g FLOW BAR,6,6,6,6,Packed,10/16/2024,CB2,757528003135_1,718.62,MXBAR,FAT,42,10/16/2024,514568,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086991,128192,PK,Hot Nuts Original 1p 82g FLOW BAR,6,6,6,6,Packed,10/16/2024,C3H,7500810008874,630.18,MXBAR,FAT,54,10/16/2024,128192,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086984,514865,PK,Papas Barcel Toreadas 1p 45g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810027813,466.8,MXBAR,FAT,40,10/16/2024,514865,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:21
3086984,128318,PK,Chips Jalapeno NE 1p 46g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7500810011492,661,MXBAR,FAT,50,10/16/2024,128318,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:21
3086984,2530,PK,Chips Sal 1p 170g FLOW BAR,6,6,6,6,Shipped,10/16/2024,CB2,7501000266203,427.79,MXBAR,FAT,11,10/16/2024,2530,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:21
3084174,128319,PK,Chips Fuego NE 1p 46g FLOW BAR,21,21,6,6,Partly Allocated,10/15/2024,CB2,7500810011508,583.5,MXBAR,FAT,50,10/15/2024,128319,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 15:22
3083902,514859,PK,Papas Barcel Adobo 1p 45g FLOW BAR,8,8,6,6,Partly Allocated,10/15/2024,CB2,7500810027752,466.8,MXBAR,FAT,40,10/15/2024,514859,TARIMA,ocswebservicemx,jrojasmx,10/15/2024 14:34
3083902,128431,PK,Big Mix Fuego Nvo 1p 75g FLOW BAR,6,6,6,6,Packed,10/15/2024,CB2,7500810013199,223.92,MXBAR,FAT,18,10/15/2024,128431,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:34
3083902,128377,PK,Chips Papatinas Chillix PC 1p 31g FLOW BAR,6,6,6,6,Packed,10/15/2024,CB2,7500810012277,1307.04,MXBAR,FAT,112,10/15/2024,128377,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:34
3083899,128318,PK,Chips Jalapeno NE 1p 46g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810011492,661,MXBAR,FAT,50,10/15/2024,128318,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:34
3083895,514859,PK,Papas Barcel Adobo 1p 45g FLOW BAR,6,6,6,6,Packed,10/15/2024,CB2,7500810027752,466.8,MXBAR,FAT,40,10/15/2024,514859,TARIMA,ocswebservicemx,cpereztmx,10/15/2024 14:33
3083895,514865,PK,Papas Barcel Toreadas 1p 45g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810027813,466.8,MXBAR,FAT,40,10/15/2024,514865,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083895,128319,PK,Chips Fuego NE 1p 46g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810011508,583.5,MXBAR,FAT,50,10/15/2024,128319,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083897,514854,PK,Golden Nuts Salado 1p 110g FLOW BAR,6,6,6,6,Shipped,10/15/2024,C3H,7500810027707,622.4,MXBAR,FAT,40,10/15/2024,514854,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083897,125031,PK,Big Mix Queso 1p 185g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528039288,275,MXBAR,FAT,10,10/15/2024,125031,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083897,124239,PK,Takis Fuego 1p 56g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CT1,7501030424536,546.72,MXBAR,FAT,48,10/15/2024,124239,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083893,128319,PK,Chips Fuego NE 1p 46g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810011508,583.5,MXBAR,FAT,50,10/15/2024,128319,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083893,124824,PK,Takis Fuego 1p 200g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528038205,586.8,MXBAR,FAT,20,10/15/2024,124824,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083892,127264,PK,Hot Nuts Multintenso Pc 1p 50g FLOW BAR,6,6,6,6,Shipped,10/15/2024,C3H,7501000367481_127264,606.36,MXBAR,FAT,62,10/15/2024,127264,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083892,125056,PK,Takis Fuego 1p 260g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528039486,403.32,MXBAR,FAT,12,10/15/2024,125056,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083892,38612,PK,Hot Nuts Original 1p 100g FLOW BAR,6,6,6,6,Shipped,10/15/2024,C3H,7501030459958,664.3,MXBAR,FAT,35,10/15/2024,38612,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083896,514988,PK,Pop BlueHeat 1p 45g PC FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810030042_1,315.09,MXBAR,FAT,27,10/15/2024,514988,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083896,128504,PK,Papas Barcel Toreadas PC 1p 170g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810014363_3,447.96,MXBAR,FAT,12,10/15/2024,128504,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083896,31090,PK,Chips Fuego 1p 170g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528001889,427.79,MXBAR,FAT,11,10/15/2024,31090,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083885,514568,PK,Takis Fuego PC 1p90g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528003135_1,718.62,MXBAR,FAT,42,10/15/2024,514568,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083885,2530,PK,Chips Sal 1p 170g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7501000266203,427.79,MXBAR,FAT,11,10/15/2024,2530,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083890,128318,PK,Chips Jalapeno NE 1p 46g FLOW BAR,6,6,6,6,Packed,10/15/2024,CB2,7500810011492,661,MXBAR,FAT,50,10/15/2024,128318,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083890,126895,PK,Chips Sal Sp 1p 60g FLOW BAR,6,6,6,6,Packed,10/15/2024,CB2,7501000264049_126895,495,MXBAR,FAT,30,10/15/2024,126895,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083890,125034,PK,Runners Pc 1p 80g FLOW BAR,6,6,6,6,Packed,10/15/2024,CB2,757528039318,616.14,MXBAR,FAT,42,10/15/2024,125034,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083890,38612,PK,Hot Nuts Original 1p 100g FLOW BAR,6,6,6,6,Packed,10/15/2024,C3H,7501030459958,664.3,MXBAR,FAT,35,10/15/2024,38612,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083891,128432,PK,Big Mix Inglesa Limon 1p 75g FLOW BAR,6,6,6,6,Packed,10/15/2024,CB2,7500810013205,223.92,MXBAR,FAT,18,10/15/2024,128432,TARIMA,ocswebservicemx,mmondragonmx,10/15/2024 14:33
3083889,126950,PK,Chicharron Cerdo 1p 70g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7503032248165,252,MXBAR,FAT,10,10/15/2024,126950,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083889,125056,PK,Takis Fuego 1p 260g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528039486,403.32,MXBAR,FAT,12,10/15/2024,125056,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083874,514719,PK,Takis Duoz PopChilixSandia 1p 85gPC TIRA BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810020234,560.16,MXBAR,FAT,36,10/15/2024,514719,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,514719,PK,Takis Duoz PopChilixSandia 1p 85gPC TIRA BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810020234,560.16,MXBAR,FAT,36,10/15/2024,514719,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,514949,PK,GoldenNuts Salado 1p 78g CF FLOW BAR,6,6,6,6,Shipped,10/15/2024,C3H,7500810029046,653.52,MXBAR,FAT,56,10/15/2024,514949,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,128504,PK,Papas Barcel Toreadas PC 1p 170g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810014363_3,447.96,MXBAR,FAT,12,10/15/2024,128504,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,128377,PK,Chips Papatinas Chillix PC 1p 31g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810012277,1307.04,MXBAR,FAT,112,10/15/2024,128377,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,128318,PK,Chips Jalapeno NE 1p 46g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810011492,661,MXBAR,FAT,50,10/15/2024,128318,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,125031,PK,Big Mix Queso 1p 185g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528039288,275,MXBAR,FAT,10,10/15/2024,125031,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083882,514853,PK,Golden Nuts Enchilado 1p 110g FLOW BAR,6,6,6,6,Shipped,10/15/2024,C3H,7500810027691,622.4,MXBAR,FAT,40,10/15/2024,514853,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,127711,PK,Papas Barcel Adobadas NC PC 1p 90g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,7500810002636,452.2,MXBAR,FAT,20,10/15/2024,127711,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,128193,PK,Hot Nuts Fuego 1p 82g FLOW BAR,6,6,6,6,Shipped,10/15/2024,C3H,7500810008881,630.18,MXBAR,FAT,54,10/15/2024,128193,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,125031,PK,Big Mix Queso 1p 185g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528039288,275,MXBAR,FAT,10,10/15/2024,125031,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,125034,PK,Runners Pc 1p 80g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528039318,616.14,MXBAR,FAT,42,10/15/2024,125034,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,125056,PK,Takis Fuego 1p 260g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CB2,757528039486,403.32,MXBAR,FAT,12,10/15/2024,125056,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083882,124239,PK,Takis Fuego 1p 56g FLOW BAR,6,6,6,6,Shipped,10/15/2024,CT1,7501030424536,546.72,MXBAR,FAT,48,10/15/2024,124239,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3077005,128450,PK,Pop Sens Queso PC 1p 45g FLOW BAR,7,7,7,7,Packed,10/12/2024,CB2,7500810013564_1,315.09,MXBAR,FAT,27,10/12/2024,128450,TARIMA,ocswebservicemx,ocswebservicemx,10/12/2024 14:23
3092852,127436,PK,Takis Fuego NE 1p 65g FLOW BAR,7,7,7,0,Allocated,10/18/2024,CT1,7503034673767,435.4,MXBAR,FAT,35,10/18/2024,127436,TARIMA,ocswebservicemx,jrojasmx,10/18/2024 15:03
3089750,126950,PK,Chicharron Cerdo 1p 70g FLOW BAR,7,7,7,7,Packed,10/17/2024,CB2,7503032248165,252,MXBAR,FAT,10,10/17/2024,126950,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:24
3089750,0800,PK,Chips Jalapeno 1p 170g FLOW BAR,7,7,7,7,Packed,10/17/2024,CB2,7501000266234,427.79,MXBAR,FAT,11,10/17/2024,0800,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:24
3087148,514859,PK,Papas Barcel Adobo 1p 45g FLOW BAR,7,7,7,7,Shipped,10/16/2024,CB2,7500810027752,466.8,MXBAR,FAT,40,10/16/2024,514859,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087148,128450,PK,Pop Sens Queso PC 1p 45g FLOW BAR,7,7,7,7,Shipped,10/16/2024,CB2,7500810013564_1,315.09,MXBAR,FAT,27,10/16/2024,128450,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087148,128377,PK,Chips Papatinas Chillix PC 1p 31g FLOW BAR,7,7,7,7,Shipped,10/16/2024,CB2,7500810012277,1307.04,MXBAR,FAT,112,10/16/2024,128377,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087148,128378,PK,Chips Papatinas Fuego PC 1p 31g FLOW BAR,7,7,7,7,Shipped,10/16/2024,CB2,7500810012284,1307.04,MXBAR,FAT,112,10/16/2024,128378,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
